109,96,3
110,96,3
111,96,3
112,96,3
108,97,3
109,97,3
110,97,3
111,97,3
112,97,3
113,97,3
109,98,3
110,98,3
111,98,3
112,98,3
113,98,3
114,98,3
109,99,3
110,99,3
111,99,3
112,99,3
113,99,3
110,100,3
111,100,3
112,100,3
116,100,3
115,101,3
116,101,3
117,101,3
113,102,3
114,102,3
115,102,3
116,102,3
117,102,3
118,102,3
113,103,3
114,103,3
115,103,3
116,103,3
117,103,3
118,103,3
119,103,3
120,103,3
114,104,3
115,104,3
116,104,3
117,104,3
118,104,3
119,104,3
116,105,3
117,105,3
118,105,3
121,105,3
122,105,3
117,106,3
119,106,3
120,106,3
121,106,3
122,106,3
123,106,3
118,107,3
119,107,3
120,107,3
121,107,3
122,107,3
123,107,3
124,107,3
111,96,4
112,96,4
109,98,4
110,98,4
111,98,4
110,99,4
115,100,4
116,100,4
117,100,4
114,101,4
115,101,4
116,101,4
117,101,4
118,101,4
113,102,4
114,102,4
115,102,4
116,102,4
117,102,4
118,102,4
119,102,4
114,103,4
115,103,4
116,103,4
117,103,4
118,103,4
119,103,4
120,103,4
115,104,4
116,104,4
117,104,4
118,104,4
119,104,4
116,105,4
117,105,4
118,105,4
122,105,4
117,106,4
121,106,4
122,106,4
123,106,4
113,96,5
111,97,5
115,100,5
116,100,5
117,100,5
114,101,5
115,101,5
116,101,5
117,101,5
118,101,5
113,102,5
114,102,5
115,102,5
116,102,5
117,102,5
118,102,5
119,102,5
114,103,5
115,103,5
116,103,5
117,103,5
118,103,5
119,103,5
120,103,5
116,104,5
117,104,5
118,104,5
119,104,5
117,105,5
118,105,5
115,100,6
116,100,6
117,100,6
114,101,6
115,101,6
116,101,6
117,101,6
118,101,6
119,101,6
114,102,6
115,102,6
116,102,6
117,102,6
118,102,6
119,102,6
115,103,6
116,103,6
117,103,6
118,103,6
119,103,6
120,103,6
116,104,6
117,104,6
118,104,6
119,104,6
117,105,6
116,99,7
117,99,7
115,100,7
116,100,7
117,100,7
118,100,7
114,101,7
115,101,7
116,101,7
117,101,7
118,101,7
119,101,7
114,102,7
115,102,7
116,102,7
117,102,7
118,102,7
119,102,7
120,102,7
115,103,7
116,103,7
117,103,7
118,103,7
119,103,7
116,104,7
117,104,7
118,104,7
117,105,7
116,99,8
117,99,8
115,100,8
116,100,8
117,100,8
118,100,8
114,101,8
115,101,8
116,101,8
117,101,8
118,101,8
119,101,8
115,102,8
116,102,8
117,102,8
118,102,8
119,102,8
120,102,8
116,103,8
117,103,8
118,103,8
119,103,8
117,104,8
116,99,9
117,99,9
118,99,9
115,100,9
116,100,9
117,100,9
118,100,9
119,100,9
114,101,9
115,101,9
116,101,9
117,101,9
118,101,9
119,101,9
115,102,9
116,102,9
117,102,9
118,102,9
119,102,9
120,102,9
116,103,9
117,103,9
118,103,9
119,103,9
117,104,9
117,98,10
116,99,10
117,99,10
118,99,10
115,100,10
116,100,10
117,100,10
118,100,10
119,100,10
114,101,10
115,101,10
116,101,10
117,101,10
118,101,10
119,101,10
120,101,10
115,102,10
116,102,10
117,102,10
118,102,10
119,102,10
120,102,10
116,103,10
117,103,10
118,103,10
119,103,10
117,104,10
118,104,10
117,98,11
116,99,11
117,99,11
118,99,11
115,100,11
116,100,11
117,100,11
118,100,11
119,100,11
115,101,11
116,101,11
117,101,11
118,101,11
119,101,11
120,101,11
116,102,11
117,102,11
118,102,11
119,102,11
117,103,11
118,103,11
124,92,12
123,93,12
124,93,12
122,94,12
123,94,12
124,94,12
125,94,12
122,95,12
123,95,12
124,95,12
125,95,12
126,95,12
123,96,12
117,98,12
118,98,12
116,99,12
117,99,12
118,99,12
119,99,12
114,100,12
115,100,12
116,100,12
117,100,12
118,100,12
119,100,12
120,100,12
115,101,12
116,101,12
117,101,12
118,101,12
119,101,12
120,101,12
116,102,12
117,102,12
118,102,12
119,102,12
117,103,12
118,103,12
125,91,13
125,92,13
124,93,13
125,93,13
122,94,13
123,94,13
124,94,13
122,95,13
123,95,13
124,95,13
125,95,13
126,95,13
127,95,13
123,96,13
124,96,13
125,96,13
126,96,13
124,97,13
125,97,13
117,98,13
118,98,13
115,99,13
116,99,13
117,99,13
118,99,13
119,99,13
114,100,13
115,100,13
116,100,13
117,100,13
118,100,13
119,100,13
120,100,13
115,101,13
116,101,13
117,101,13
118,101,13
119,101,13
120,101,13
116,102,13
117,102,13
118,102,13
119,102,13
118,103,13
122,93,14
123,93,14
121,94,14
122,94,14
123,94,14
124,94,14
128,94,14
121,95,14
122,95,14
123,95,14
124,95,14
125,95,14
126,95,14
127,95,14
123,96,14
124,96,14
125,96,14
126,96,14
124,97,14
125,97,14
117,98,14
118,98,14
115,99,14
116,99,14
117,99,14
118,99,14
119,99,14
115,100,14
116,100,14
117,100,14
118,100,14
119,100,14
120,100,14
121,100,14
116,101,14
117,101,14
118,101,14
119,101,14
120,101,14
117,102,14
118,102,14
119,102,14
118,103,14
121,94,15
122,94,15
122,95,15
123,95,15
124,95,15
125,95,15
126,95,15
127,95,15
123,96,15
124,96,15
125,96,15
126,96,15
118,97,15
124,97,15
125,97,15
117,98,15
118,98,15
119,98,15
115,99,15
116,99,15
117,99,15
118,99,15
119,99,15
120,99,15
115,100,15
116,100,15
117,100,15
118,100,15
119,100,15
120,100,15
121,100,15
116,101,15
117,101,15
118,101,15
119,101,15
120,101,15
117,102,15
118,102,15
119,102,15
118,103,15
121,94,16
122,94,16
122,95,16
124,95,16
125,95,16
126,95,16
123,96,16
124,96,16
125,96,16
126,96,16
117,97,16
118,97,16
124,97,16
125,97,16
116,98,16
117,98,16
118,98,16
119,98,16
115,99,16
116,99,16
117,99,16
118,99,16
119,99,16
120,99,16
115,100,16
116,100,16
117,100,16
118,100,16
119,100,16
120,100,16
121,100,16
117,101,16
118,101,16
119,101,16
120,101,16
118,102,16
119,102,16
128,88,17
129,89,17
130,89,17
123,95,17
124,95,17
125,95,17
126,95,17
123,96,17
124,96,17
125,96,17
126,96,17
118,97,17
124,97,17
116,98,17
117,98,17
118,98,17
119,98,17
120,98,17
115,99,17
116,99,17
117,99,17
118,99,17
119,99,17
120,99,17
116,100,17
117,100,17
118,100,17
119,100,17
120,100,17
121,100,17
117,101,17
118,101,17
119,101,17
120,101,17
118,102,17
119,102,17
128,88,18
129,88,18
130,88,18
127,89,18
128,89,18
130,89,18
131,89,18
127,94,18
122,95,18
123,95,18
124,95,18
125,95,18
126,95,18
123,96,18
124,96,18
125,96,18
117,97,18
118,97,18
119,97,18
116,98,18
117,98,18
118,98,18
119,98,18
120,98,18
115,99,18
116,99,18
117,99,18
118,99,18
119,99,18
120,99,18
121,99,18
116,100,18
117,100,18
118,100,18
119,100,18
120,100,18
121,100,18
117,101,18
118,101,18
119,101,18
118,102,18
129,89,19
130,89,19
131,89,19
123,95,19
124,95,19
125,95,19
118,96,19
124,96,19
125,96,19
117,97,19
118,97,19
119,97,19
116,98,19
117,98,19
118,98,19
119,98,19
120,98,19
116,99,19
117,99,19
118,99,19
119,99,19
120,99,19
121,99,19
117,100,19
118,100,19
119,100,19
120,100,19
121,100,19
117,101,19
118,101,19
119,101,19
130,86,20
129,87,20
130,87,20
131,87,20
128,88,20
129,88,20
130,88,20
131,88,20
132,88,20
126,89,20
129,89,20
130,89,20
131,89,20
125,94,20
126,94,20
127,94,20
128,94,20
123,95,20
124,95,20
125,95,20
118,96,20
124,96,20
117,97,20
118,97,20
119,97,20
116,98,20
117,98,20
118,98,20
119,98,20
120,98,20
116,99,20
117,99,20
118,99,20
119,99,20
120,99,20
121,99,20
117,100,20
118,100,20
119,100,20
120,100,20
118,101,20
119,101,20
130,86,21
131,86,21
128,87,21
129,87,21
130,87,21
131,87,21
128,88,21
127,89,21
128,93,21
124,94,21
125,94,21
126,94,21
127,94,21
124,95,21
125,95,21
118,96,21
119,96,21
117,97,21
118,97,21
119,97,21
120,97,21
116,98,21
117,98,21
118,98,21
119,98,21
120,98,21
121,98,21
116,99,21
117,99,21
118,99,21
119,99,21
120,99,21
121,99,21
117,100,21
118,100,21
119,100,21
120,100,21
118,101,21
119,101,21
162,124,21
163,124,21
161,125,21
162,125,21
163,125,21
164,125,21
159,126,21
160,126,21
161,126,21
162,126,21
163,126,21
159,127,21
160,127,21
161,127,21
162,127,21
160,128,21
161,128,21
130,86,22
129,87,22
130,87,22
127,88,22
128,88,22
129,88,22
130,88,22
126,89,22
129,89,22
127,93,22
123,94,22
124,94,22
125,94,22
126,94,22
127,94,22
124,95,22
125,95,22
126,95,22
118,96,22
119,96,22
117,97,22
118,97,22
119,97,22
120,97,22
115,98,22
116,98,22
117,98,22
118,98,22
119,98,22
120,98,22
121,98,22
122,98,22
116,99,22
117,99,22
118,99,22
119,99,22
120,99,22
121,99,22
117,100,22
118,100,22
119,100,22
120,100,22
119,101,22
163,123,22
164,123,22
162,124,22
163,124,22
164,124,22
165,124,22
160,125,22
161,125,22
162,125,22
163,125,22
164,125,22
165,125,22
159,126,22
160,126,22
161,126,22
162,126,22
163,126,22
164,126,22
158,127,22
159,127,22
160,127,22
161,127,22
162,127,22
163,127,22
164,127,22
159,128,22
160,128,22
161,128,22
162,128,22
129,87,23
130,87,23
127,88,23
128,88,23
129,88,23
126,89,23
127,89,23
128,89,23
126,93,23
127,93,23
123,94,23
124,94,23
125,94,23
126,94,23
124,95,23
125,95,23
117,96,23
118,96,23
119,96,23
116,97,23
117,97,23
118,97,23
119,97,23
120,97,23
116,98,23
117,98,23
